ParticipantId,TimeTaken,DocumentTitle,DocumentText,Query
P421,336,Baby's First Smile at Parent: When Will Baby Smile for the First Time,But newborn babies do actually smile for reasons other than gas: Some smile because they're falling asleep or in response to recognizing someone very special: their Parent,when babys first smile
P246,95,Baby's First Smile at Parent: When Will Baby Smile for the First Time,But newborn babies do actually smile for reasons other than gas: Some smile because they're falling asleep or in response to recognizing someone very special: their Parent,Babies smiling on whim
P406,719,Baby's First Smile at Parent: When Will Baby Smile for the First Time,But newborn babies do actually smile for reasons other than gas: Some smile because they're falling asleep or in response to recognizing someone very special: their Parent,Baby smile first parent
P085,10,Baby's First Smile at Parent: When Will Baby Smile for the First Time,But newborn babies do actually smile for reasons other than gas: Some smile because they're falling asleep or in response to recognizing someone very special: their Parent,When will baby smile
P209,932,Baby's First Smile at Parent: When Will Baby Smile for the First Time,But newborn babies do actually smile for reasons other than gas: Some smile because they're falling asleep or in response to recognizing someone very special: their Parent,Baby first smile mother
P179,202,Baby's First Smile at Parent: When Will Baby Smile for the First Time,But newborn babies do actually smile for reasons other than gas: Some smile because they're falling asleep or in response to recognizing someone very special: their Parent,babys first ever smile
P082,70,Baby's First Smile at Parent: When Will Baby Smile for the First Time,But newborn babies do actually smile for reasons other than gas: Some smile because they're falling asleep or in response to recognizing someone very special: their Parent,when do babies smile
P127,71,Baby's First Smile at Parent: When Will Baby Smile for the First Time,But newborn babies do actually smile for reasons other than gas: Some smile because they're falling asleep or in response to recognizing someone very special: their Parent,When will baby smile For the first time?
P362,21,Baby's First Smile at Parent: When Will Baby Smile for the First Time,But newborn babies do actually smile for reasons other than gas: Some smile because they're falling asleep or in response to recognizing someone very special: their Parent,babies first smile timing
P182,109,Baby's First Smile at Parent: When Will Baby Smile for the First Time,But newborn babies do actually smile for reasons other than gas: Some smile because they're falling asleep or in response to recognizing someone very special: their Parent,Baby's first smile
P274,26,Baby's First Smile at Parent: When Will Baby Smile for the First Time,But newborn babies do actually smile for reasons other than gas: Some smile because they're falling asleep or in response to recognizing someone very special: their Parent,At what age do baby smile?
P165,12,Baby's First Smile at Parent: When Will Baby Smile for the First Time,But newborn babies do actually smile for reasons other than gas: Some smile because they're falling asleep or in response to recognizing someone very special: their Parent,Baby smiling for first time
P331,446,Baby's First Smile at Parent: When Will Baby Smile for the First Time,But newborn babies do actually smile for reasons other than gas: Some smile because they're falling asleep or in response to recognizing someone very special: their Parent,when does babies smiles
P396,123,Baby's First Smile at Parent: When Will Baby Smile for the First Time,But newborn babies do actually smile for reasons other than gas: Some smile because they're falling asleep or in response to recognizing someone very special: their Parent,Do newborn babies smile?
P040,8,Baby's First Smile at Parent: When Will Baby Smile for the First Time,But newborn babies do actually smile for reasons other than gas: Some smile because they're falling asleep or in response to recognizing someone very special: their Parent,when will my baby smile?
P406,123,Mens fashion - The Summer Season's Must-Have Trends,Summer and fashion don’t always go hand in hand for men. Looking good comes easy when the temperatures drop. Find out how to look good this summer!,Mens summer fashion trends
P106,108,Mens fashion - The Summer Season's Must-Have Trends,Summer and fashion don’t always go hand in hand for men. Looking good comes easy when the temperatures drop. Find out how to look good this summer!,Men's tropical fashion
P341,16,Mens fashion - The Summer Season's Must-Have Trends,Summer and fashion don’t always go hand in hand for men. Looking good comes easy when the temperatures drop. Find out how to look good this summer!,Men's clothing
P184,13,Mens fashion - The Summer Season's Must-Have Trends,Summer and fashion don’t always go hand in hand for men. Looking good comes easy when the temperatures drop. Find out how to look good this summer!,summer mens fashion
P040,8,Mens fashion - The Summer Season's Must-Have Trends,Summer and fashion don’t always go hand in hand for men. Looking good comes easy when the temperatures drop. Find out how to look good this summer!,must have mens fasion
P179,509,Mens fashion - The Summer Season's Must-Have Trends,Summer and fashion don’t always go hand in hand for men. Looking good comes easy when the temperatures drop. Find out how to look good this summer!,trendy mens
P274,36,Mens fashion - The Summer Season's Must-Have Trends,Summer and fashion don’t always go hand in hand for men. Looking good comes easy when the temperatures drop. Find out how to look good this summer!,Summer season mens fashion
P331,465,Mens fashion - The Summer Season's Must-Have Trends,Summer and fashion don’t always go hand in hand for men. Looking good comes easy when the temperatures drop. Find out how to look good this summer!,men's summer fashion 2021
P362,8,Mens fashion - The Summer Season's Must-Have Trends,Summer and fashion don’t always go hand in hand for men. Looking good comes easy when the temperatures drop. Find out how to look good this summer!,men's summer fashion
P240,36,Mens fashion - The Summer Season's Must-Have Trends,Summer and fashion don’t always go hand in hand for men. Looking good comes easy when the temperatures drop. Find out how to look good this summer!,Summer Mens fashions/trends
